Time,Day,Day,Day,Day,Day,Day,Night,Night,Night,Night,Night,Night,Average UCYN-A Day,Average Whole Culture Day,Average UCYN-A Night,Average Whole Culture Night,logFC_Day,logFC_Night,Pvalue_Day,Pvalue_Night,Significant_Day,Significant_Night,Sequence source
KC1-P2_N3_k25_Locus_9900_Transcript_1_1,2471.39917,1896.688843,905.3643188,NaN,NaN,NaN,669.4348755,NaN,NaN,NaN,NaN,NaN,NaN,NaN,669.4348755,NaN,13.85341195,10.71417,0.001421725,0.038414245,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k31_Locus_1097_Transcript_9_1;KC1-P2-N_k31_Locus_8956_Transcript_6_1,NaN,NaN,NaN,9484.629883,13598.25977,3507.780029,NaN,NaN,NaN,19808.92969,NaN,12378.94336,4416.552002,8863.556561,NaN,16093.93653,-16.19837609,-16.31531116,1.16947E-06,0.000302206,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_k31_Locus_10983_Transcript_1_1,4029.078613,4804.025391,NaN,NaN,NaN,NaN,2008.79248,1978.26062,1633.289307,NaN,NaN,NaN,NaN,NaN,1873.447469,NaN,14.63054367,13.99502114,0.003298215,3.87339E-05,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k31_Locus_1108_Transcript_4_1;KC1-P2-N_k31_Locus_14967_Transcript_3_1,NaN,NaN,NaN,4765.691895,6161.393555,NaN,NaN,NaN,NaN,5740.775879,NaN,NaN,10688.87589,5463.542725,NaN,5740.775879,-14.88977221,-13.80557629,0.002036756,0.021442326,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_k31_Locus_1125_Transcript_2_1,4078.494873,17206.79883,10781.33398,NaN,NaN,NaN,5984.410645,6493.580566,6321.680176,NaN,NaN,NaN,NaN,NaN,6266.557129,NaN,16.25063386,15.75922596,8.89264E-07,2.85412E-06,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k31_Locus_11758_Transcript_6_1,NaN,NaN,NaN,NaN,48915.17578,50224.59766,NaN,NaN,NaN,44741.48828,NaN,45030.16016,NaN,49569.88672,NaN,44885.82422,-18.19079631,-17.80185545,3.69318E-05,5.03426E-05,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_k31_Locus_13337_Transcript_1_1,NaN,NaN,NaN,59794.23047,53398.85547,38030.57422,NaN,NaN,NaN,52234.01563,53528.36719,51673.93359,9955.417482,50407.88672,NaN,52478.77214,-18.70804427,-18.57622804,1.68305E-10,8.75852E-10,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_k31_Locus_13413_Transcript_1_1,2144.529785,13644.54297,14077.17969,3806.453125,606.0909424,2137.169922,2553.033936,2594.921143,1626.950073,NaN,NaN,NaN,29962.11328,2183.237996,2258.301717,NaN,1.932684575,14.24284537,0.265774709,3.30707E-05,Not significant,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k31_Locus_1610_Transcript_1_1,27041.14648,31534.05664,31311.13672,151538.1875,240353.7344,NaN,27117.35156,27248.69141,18969.43945,97075.19531,NaN,144171.3906,NaN,195945.961,24445.16081,120623.293,-2.240641493,-1.546580762,0.289156674,0.446917102,Not significant,Not significant,B. bigelowii transcriptomes
KC1-P2_N3_k31_Locus_19862_Transcript_1_1;KC1-P2-N_k55_Locus_7897_Transcript_1_1,NaN,NaN,NaN,34738.05469,NaN,NaN,NaN,NaN,NaN,86495.78906,49062.97266,42948,11767.39461,34738.05469,NaN,59502.25391,-16.44502411,-18.7572384,0.003268909,4.88343E-10,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_k31_Locus_2136_Transcript_6_1,3636.361572,23156.34961,8509.472656,NaN,NaN,NaN,11364.06445,13143.45313,12852.39941,NaN,NaN,NaN,963.0760498,NaN,12453.30566,NaN,16.40156014,16.75476352,1.34854E-06,6.32477E-07,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k31_Locus_2242_Transcript_5_1,963.0760498,NaN,NaN,100255.0938,74137.46875,2060.472656,NaN,NaN,12109.3291,28315.91602,29038.19141,31052.95508,11481.99024,58817.6784,12109.3291,29469.02084,-7.221120544,-2.359071541,0.018588358,0.376812594,Whole culture,Not significant,B. bigelowii transcriptomes
KC1-P2_N3_k31_Locus_228_Transcript_13_1,4904.46875,9486.580078,20054.92188,171914.9375,172776.7656,156567.7031,36618.99219,25303.35352,32685.19531,153480.6406,124831.4688,140885.2656,NaN,167086.4687,31535.84701,139732.4583,-4.155405988,-1.908295493,0.006293595,0.15618147,Whole culture,Not significant,B. bigelowii transcriptomes
KC1-P2_N3_k31_Locus_2780_Transcript_2_1,NaN,NaN,NaN,7070.053223,2947.444824,1773.889404,NaN,NaN,NaN,NaN,6041.013672,7060.74707,5620.12915,3930.462484,NaN,6550.880371,-14.97983588,-14.99254845,3.84126E-05,0.000845909,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_k31_Locus_2985_Transcript_1_1,2582.795654,7459.941406,6817.650391,NaN,NaN,NaN,7181.833984,5647.919922,3270.83667,NaN,NaN,NaN,NaN,NaN,5366.863525,NaN,15.3189684,15.46771821,9.65084E-06,4.5207E-06,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k31_Locus_3452_Transcript_1_1,NaN,NaN,NaN,13947.32813,NaN,14183.44824,NaN,NaN,NaN,1.168686032,19324.90625,18742.6582,NaN,14065.38819,NaN,12689.57771,-16.28228153,-16.52500634,0.00026028,7.36512E-05,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_k31_Locus_3623_Transcript_2_1,NaN,NaN,NaN,6678.098633,7298.513672,NaN,28351.07813,NaN,NaN,16841.65039,NaN,11374.86621,3296.561768,6988.306153,28351.07813,14108.2583,-15.23679144,-0.008876182,0.000917061,0.997805924,Whole culture,Not significant,B. bigelowii transcriptomes
KC1-P2_N3_k31_Locus_3835_Transcript_1_1;KC1-P2-N_CL1353Contig1_1,2445.758301,4147.365234,NaN,NaN,NaN,NaN,505.8930359,583.0205688,17499.59961,NaN,NaN,NaN,62647.8737,NaN,6196.171072,NaN,14.17021998,15.98394656,0.007276752,2.93018E-05,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k31_Locus_4170_Transcript_2_1,46277.04297,64155.75,77510.82813,NaN,2351.000488,NaN,17280.93359,13164.26367,17229.14844,7868.96875,NaN,NaN,0.892735511,2351.000488,15891.44857,7868.96875,6.088378149,2.844495692,0.032915359,0.306024146,UCYN-A,Not significant,B. bigelowii transcriptomes
KC1-P2_N3_k31_Locus_4592_Transcript_16_1;KC1-P2_N4_k25_Locus_1486_Transcript_8_1;KC1-P2-N_k31_Locus_10809_Transcript_1_1;KC1-P2-N_k37_Locus_23125_Transcript_3_1;KC1-P2-N_k37_Locus_3859_Transcript_8_1;KC1-P2-N_k65_Locus_4660_Transcript_1_1,0.785471022,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6013.666585,NaN,NaN,NaN,2.59213689,0,0.322574238,1,Not significant,Not significant,B. bigelowii transcriptomes
KC1-P2_N3_k31_Locus_4924_Transcript_5_1,10195.86328,5072.625,2772.511475,36959.28516,NaN,NaN,7772.638672,7466.516602,6721.44043,20488.94336,24249.38281,22584.42383,42164.57682,36959.28516,7320.198568,22440.91667,-0.85940598,-1.382113843,0.755731018,0.358984264,Not significant,Not significant,B. bigelowii transcriptomes
KC1-P2_N3_k31_Locus_5068_Transcript_2_1,22114.17969,52920.79297,51458.75781,NaN,NaN,NaN,711.7591553,NaN,2032.259888,NaN,NaN,NaN,NaN,NaN,1372.009522,NaN,18.23700294,13.13191389,4.81241E-09,0.004002702,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k31_Locus_5137_Transcript_2_1,NaN,NaN,NaN,5959.796387,5978.414551,9947.637695,NaN,188.6507568,NaN,5425.280273,9555.923828,8907.615234,NaN,7295.282878,188.6507568,7962.939778,-15.95811303,-6.81347771,1.8657E-06,0.03085778,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_k31_Locus_5255_Transcript_4_1,NaN,NaN,NaN,74183.40625,53602.75781,50341.07813,NaN,NaN,NaN,240078.6094,134686.2969,171177.2188,18791.20719,59375.7474,NaN,181980.7084,-18.94270309,-20.37650408,7.05934E-11,2.92251E-12,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_k31_Locus_5448_Transcript_1_1,7439.02002,18818.4082,30116.19336,NaN,31050.69531,16302.4082,9385.337891,15910.60059,16088.70508,4623.209961,16558.07227,NaN,9813.828451,23676.55176,13794.88119,10590.64112,-0.098655947,1.301253306,0.962629454,0.549222387,Not significant,Not significant,B. bigelowii transcriptomes
KC1-P2_N3_k31_Locus_5860_Transcript_3_1,13696.83887,6684.026367,9060.620117,NaN,NaN,NaN,13154.60254,5111.186523,24022.21094,NaN,NaN,NaN,NaN,NaN,14096,NaN,16.30148121,17.01260027,9.16888E-07,5.37295E-07,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k31_Locus_7084_Transcript_5_1,NaN,NaN,NaN,29601.59375,25813.76953,22775.50586,NaN,NaN,NaN,34563.80859,43573.52344,24143.5332,NaN,26063.62305,NaN,34093.62174,-17.7627175,-17.94183214,2.01226E-08,6.6061E-09,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_k31_Locus_7090_Transcript_1_1,NaN,NaN,NaN,31813.94531,33604.08594,36144.3125,NaN,NaN,NaN,47884.6875,62832.51953,44698.25,23756.26237,33854.11458,NaN,51805.15234,-18.15726123,-18.55020003,6.0022E-09,9.56365E-10,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_k31_Locus_763_Transcript_1_1,36960.20703,20148.01953,14160.56055,NaN,NaN,NaN,50112.73828,46146.51172,42397.66406,20069.37305,NaN,24359.41406,NaN,NaN,46218.97135,22214.39356,17.62627537,1.834964174,8.65535E-08,0.362196413,UCYN-A,Not significant,B. bigelowii transcriptomes
KC1-P2_N3_k31_Locus_8535_Transcript_1_1,NaN,NaN,NaN,24144.24219,28739.16016,NaN,NaN,NaN,NaN,27362.6543,NaN,NaN,NaN,26441.70118,NaN,27362.6543,-17.16068722,-16.05838743,9.822E-05,0.005000259,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_k31_Locus_919_Transcript_1_1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5735.398926,NaN,NaN,NaN,NaN,NaN,5735.398926,0,-13.80422449,1,0.021597783,Not significant,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_k37_Locus_11054_Transcript_1_1,NaN,NaN,NaN,NaN,NaN,648.0321655,NaN,NaN,NaN,1978.788208,1638.685913,1159.495728,NaN,648.0321655,NaN,1592.323283,-10.96992183,-13.52848344,0.134223268,6.56729E-05,Not significant,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_k37_Locus_1243_Transcript_1_1,NaN,NaN,NaN,6160.91748,8025.525879,7483.116699,8197.402344,NaN,3014.086914,8159.020508,11057.36719,5975.017578,NaN,7223.186686,5605.744629,8397.135092,-15.93323472,-0.989069867,1.39847E-06,0.65554091,Whole culture,Not significant,B. bigelowii transcriptomes
KC1-P2_N3_k37_Locus_12874_Transcript_2_1,NaN,NaN,NaN,77187.88281,26765.16602,41525.05078,NaN,NaN,NaN,71480.71094,85058.03125,79473.07813,NaN,48492.69987,NaN,78670.60677,-18.62899472,-19.15925284,4.93197E-10,6.24685E-11,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_k37_Locus_13435_Transcript_1_1,NaN,NaN,NaN,11805.14941,7294.373047,10367.75586,NaN,NaN,NaN,25032.34961,22614.15039,14485.63086,1981.515503,9822.426106,NaN,20710.71029,-16.35538703,-17.2273491,6.03687E-07,1.63155E-07,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_k37_Locus_1755_Transcript_2_1;KC1-P2_N4_k49_Locus_11908_Transcript_1_1,1792.417358,1251.88623,2900.24292,NaN,NaN,NaN,2993.199463,2945.558838,3210.726563,NaN,NaN,NaN,1187.996358,NaN,3049.828288,NaN,13.87009505,14.72449832,0.001214291,1.43161E-05,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k37_Locus_22413_Transcript_1_1,519.1702271,1238.240845,1806.578003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.04573421,0,0.002410367,1,UCYN-A,Not significant,B. bigelowii transcriptomes
KC1-P2_N3_k37_Locus_2947_Transcript_1_1,NaN,NaN,NaN,NaN,NaN,3777.075439,NaN,NaN,NaN,14317.66309,NaN,6579.749023,3744.803711,3777.075439,NaN,10448.70606,-13.51247479,-15.68805321,0.053720618,0.000562505,Not significant,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_k37_Locus_3768_Transcript_3_1;KC1-P2-N_CL332Contig1_1,3744.803711,NaN,NaN,NaN,NaN,NaN,2095.580078,2221.465576,3663.732422,NaN,NaN,NaN,7429.084148,NaN,2660.259359,NaN,13.61617721,14.57498525,0.053771053,2.73059E-05,Not significant,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k37_Locus_3778_Transcript_1_1,5329.491211,10094.09766,6863.663574,NaN,NaN,NaN,5730.36084,4567.171875,6627.355469,NaN,NaN,NaN,3511.96431,NaN,5641.629395,NaN,15.79052151,15.62517614,2.23092E-06,3.75329E-06,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k37_Locus_4069_Transcript_1_1,6564.796387,459.1322327,NaN,NaN,NaN,NaN,1700.844971,1546.833618,11511.16309,NaN,NaN,NaN,4599.133626,NaN,4919.613893,NaN,14.49839775,15.58940215,0.005788222,1.19608E-05,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k37_Locus_4143_Transcript_1_1,2968.569336,5712.774414,5116.057129,NaN,NaN,NaN,510.5839844,1243.711548,1561.647583,NaN,NaN,NaN,10081.47217,NaN,1105.314372,NaN,15.07062797,13.32626029,2.49162E-05,7.54345E-05,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k37_Locus_4239_Transcript_4_1,12515.93359,9896.867188,7831.615723,NaN,NaN,NaN,31218.11719,31385.71484,26459.96094,13081.3584,11596.61914,6945.239258,NaN,NaN,29687.93099,10541.07227,16.3276813,1.732440858,8.9007E-07,0.241456149,UCYN-A,Not significant,B. bigelowii transcriptomes
KC1-P2_N3_k37_Locus_432_Transcript_50_1,NaN,NaN,NaN,72457.57031,45415.08594,105750.5547,NaN,NaN,NaN,78318.48438,111918.7344,104865.7422,23364.25358,74541.07032,NaN,98367.65366,-19.30292162,-19.48126762,5.95514E-11,1.99309E-11,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_k37_Locus_5120_Transcript_1_1;KC1-P2-N_k55_Locus_5746_Transcript_1_1,4413.72168,33818.91406,31860.125,NaN,NaN,NaN,5490.700195,2275.199219,16561.51367,NaN,NaN,NaN,154586.4089,NaN,8109.137695,NaN,17.31251013,16.26417981,1.64784E-07,3.12825E-06,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k37_Locus_586_Transcript_1_1,53440.08594,207109.0469,203210.0938,74719.94531,74097.32031,51238.28906,67322.35156,74746.53906,64215.01172,39940.85938,52972.46094,51611.48438,NaN,66685.18489,68761.30078,48174.9349,0.955132441,0.752280489,0.477321484,0.569197405,Not significant,Not significant,B. bigelowii transcriptomes
KC1-P2_N3_k37_Locus_700_Transcript_2_1;KC1-P2_N4_k69_Locus_3415_Transcript_2_1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,109.7616616,NaN,NaN,NaN,0,0,1,1,Not significant,Not significant,B. bigelowii transcriptomes
KC1-P2_N3_k37_Locus_7099_Transcript_5_1,75.48720551,NaN,144.0361176,NaN,NaN,NaN,42.90407181,85.65963745,39.33470535,NaN,NaN,NaN,NaN,NaN,55.9661382,NaN,9.092159915,8.925880074,0.068908041,0.002036759,Not significant,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k37_Locus_7189_Transcript_1_1,NaN,NaN,NaN,106615.7031,110649.2578,77308.28906,NaN,2316.92627,1114.98645,131514.1719,130876.875,118180.1484,138747.651,98191.08332,1715.95636,126857.0651,-19.67716895,-6.504079869,2.42862E-11,0.004249489,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_k37_Locus_8280_Transcript_4_1,56476.04688,171426.2656,188340.6406,23977.6875,16034.87598,21288.21875,19547.55859,21893.04883,24533.13477,13636.12598,8273.84082,17583.81055,2584.16745,20433.59408,21991.2474,13164.59245,2.508980023,0.988312413,0.07909742,0.504922348,Not significant,Not significant,B. bigelowii transcriptomes
KC1-P2_N3_k37_Locus_9244_Transcript_2_1;KC1-P2_N4_k49_Locus_6087_Transcript_1_1,NaN,612.7050171,4555.629883,NaN,NaN,NaN,5449.970215,4663.975586,5679.720703,NaN,NaN,NaN,NaN,NaN,5264.555501,NaN,13.39051176,15.5128294,0.015693546,4.28209E-06,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k37_Locus_9767_Transcript_4_1,NaN,NaN,NaN,36802.76953,9267.981445,61251.07422,NaN,NaN,NaN,31420.05859,24586.50781,146500.875,371.0063019,35773.94173,NaN,67502.48047,-18.24775793,-18.97925209,1.13515E-08,7.33438E-10,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_k43_Locus_10467_Transcript_1_1;KC1-P2-N_k37_Locus_4124_Transcript_3_1,503.1202393,NaN,238.8923645,NaN,NaN,NaN,161.2100677,NaN,NaN,NaN,NaN,NaN,15719.82715,NaN,161.2100677,NaN,11.08451674,8.663240657,0.046802706,0.056699156,UCYN-A,Not significant,B. bigelowii transcriptomes
KC1-P2_N3_k43_Locus_1112_Transcript_3_1,5636.858398,20577.71094,20944.91211,5741.892578,NaN,NaN,3205.026123,2683.584473,3204.411865,NaN,NaN,NaN,NaN,5741.892578,3031.007487,NaN,2.926163582,14.71268323,0.29347898,1.58772E-05,Not significant,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k43_Locus_11473_Transcript_1_1,NaN,NaN,NaN,54805.16016,19061.93555,60349.23828,NaN,NaN,NaN,47555.55859,77071.10156,60944.66406,3420.703878,44738.778,NaN,61857.10807,-18.54887603,-18.80763104,1.11214E-09,3.77065E-10,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_k43_Locus_11533_Transcript_4_1,823.3032837,3393.965576,6044.842773,NaN,NaN,NaN,7.437791824,49899.55469,54925.66016,NaN,NaN,NaN,5216.027576,NaN,34944.21755,NaN,14.5128711,18.34665318,0.00029782,2.13929E-06,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k43_Locus_12344_Transcript_1_1,3627.623535,11727.64648,292.8127136,NaN,NaN,NaN,10397.26367,8141.049316,5983.991699,NaN,NaN,NaN,24091.50016,NaN,8174.101562,NaN,15.3476683,16.09347769,3.65356E-05,1.48845E-06,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k43_Locus_159_Transcript_3_1,7291.854004,33119.56641,31863.08008,NaN,NaN,NaN,11925.65918,10910.83789,13161.19531,9109.856445,NaN,NaN,1164.761113,NaN,11999.23079,9109.856445,17.38113827,2.233708332,1.2699E-07,0.423822276,UCYN-A,Not significant,B. bigelowii transcriptomes
KC1-P2_N3_k43_Locus_175_Transcript_1_1,236.27565,1421.182495,1836.825195,NaN,NaN,NaN,9629.919922,2478.134521,9852.642578,NaN,NaN,NaN,2652.331034,NaN,7320.23234,NaN,12.96940312,16.00829161,0.002941866,3.17709E-06,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k43_Locus_20692_Transcript_1_1;SAG_S1_L001_R1_001_(paired)_co.g9,696.3700562,3293.329102,3967.293945,520430.4375,664545.875,323913.7188,585.5953979,696.9283447,1169.932861,855782.4375,647458.25,508435.5313,809.0848999,502963.3438,817.4855345,670558.7396,-7.858425535,-9.366482774,9.58515E-06,3.86909E-07,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_k43_Locus_21083_Transcript_1_1;KC1-P2-N_k49_Locus_33615_Transcript_1_1,983.0261841,NaN,635.1436157,NaN,NaN,NaN,686.5501709,558.0004883,832.5281982,NaN,NaN,NaN,11826.38509,NaN,692.3596191,NaN,12.16209964,12.60326956,0.030243988,0.000108218,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k43_Locus_2303_Transcript_1_1;KC1-P2_N4_CL5810Contig1_1,8477.841797,9963.145508,17038.16797,NaN,NaN,NaN,10877.82715,10423.38184,16476.16797,NaN,NaN,NaN,2508.42627,NaN,12592.45899,NaN,16.41725438,16.80635567,5.87306E-07,5.08938E-07,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k43_Locus_2646_Transcript_2_1;KC1-P2-N_k49_Locus_18248_Transcript_1_1,4292.775391,2189.765869,1042.737549,NaN,NaN,NaN,1742.787842,2645.764404,2267.694336,NaN,NaN,NaN,NaN,NaN,2218.748861,NaN,14.41925178,14.27060802,0.000434802,3.49429E-05,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k43_Locus_276_Transcript_2_1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,215.2591095,NaN,608.6919556,2629.676798,NaN,NaN,411.9755326,0,-11.04865188,1,0.009035251,Not significant,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_k43_Locus_28_Transcript_1_1,3205.432861,1124.141479,3559.456055,NaN,NaN,NaN,1298.437744,563.4203491,953.3903198,NaN,NaN,NaN,1024.559418,NaN,938.4161376,NaN,14.33946739,13.00136356,0.000487345,7.48061E-05,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k43_Locus_3485_Transcript_2_1;KC1-P2_N3_k65_Locus_3977_Transcript_3_1,NaN,661.1339722,1387.984863,1352.250366,NaN,NaN,1124.555786,253.7463837,782.4942017,7235.161621,1410.467407,NaN,52961.32366,1352.250366,720.2654571,4322.814514,0.355059336,-1.763371846,0.933194519,0.470764134,Not significant,Not significant,B. bigelowii transcriptomes
KC1-P2_N3_k43_Locus_3569_Transcript_8_1,3451.181885,29900.60938,125532.1797,NaN,NaN,NaN,33502.82813,31627.34766,70562.42188,NaN,NaN,NaN,NaN,NaN,45230.86589,NaN,18.37334405,18.68611685,2.33833E-08,4.78144E-10,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k43_Locus_4734_Transcript_6_1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2413.460938,NaN,NaN,848.8988647,NaN,NaN,2413.460938,0,-12.55557262,1,0.037028896,Not significant,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_k43_Locus_4988_Transcript_3_1,848.8988647,NaN,NaN,NaN,NaN,NaN,4932.136719,1762.881836,1220.397461,NaN,NaN,NaN,22160.12516,NaN,2638.472005,NaN,11.47531026,14.3986099,0.131972767,4.02797E-05,Not significant,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k43_Locus_5583_Transcript_2_1;KC1-P2-N_k31_Locus_1474_Transcript_10_1,6957.459473,32032.90625,27490.00977,53940.20313,NaN,NaN,18039.93164,21957.31055,16951.67188,70734.75,93207.33594,25101.36914,18891.07576,53940.20313,18982.97136,63014.48503,0.190118141,-1.472457252,0.942941718,0.291443099,Not significant,Not significant,B. bigelowii transcriptomes
KC1-P2_N3_k43_Locus_5872_Transcript_7_1;KC1-P2_N4_k65_Locus_2695_Transcript_9_1,2869.297607,25421.37109,28382.55859,20.52571487,2.351255417,NaN,15432.91797,18659.33008,15002.43359,NaN,NaN,NaN,3538.206543,11.43848514,16364.89388,NaN,11.05761056,17.13327187,0.000109964,1.66585E-07,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k43_Locus_645_Transcript_1_1,5173.692383,1902.720703,NaN,26166.96875,NaN,NaN,1901.462036,5311.291992,1934.188965,NaN,NaN,NaN,1369.603282,26166.96875,3048.980998,NaN,-1.608228417,14.68860819,0.637653126,2.05445E-05,Not significant,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k43_Locus_6541_Transcript_4_1;KC1-P2_N4_CL6260Contig1_1,2540.518066,463.2420959,1105.049683,NaN,NaN,NaN,4610.146484,2398.041992,5896.817871,NaN,NaN,NaN,NaN,NaN,4301.668782,NaN,13.53864822,15.2550864,0.002265167,4.4995E-06,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k43_Locus_7283_Transcript_2_1;KC1-P2_N3_k49_Locus_7312_Transcript_3_1;KC1-P2_N4_k25_Locus_6724_Transcript_3_1;KC1-P2-N_k31_Locus_2626_Transcript_3_1,NaN,NaN,NaN,6258.979492,20328.42383,23185.12695,NaN,NaN,NaN,26962.37305,30786.4043,21266.38086,21125.31511,16590.84342,NaN,26338.38607,-17.17110008,-17.57430519,1.08378E-07,2.79346E-08,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_k43_Locus_7663_Transcript_4_1,9052.822266,28072.72266,26250.40039,NaN,7113.471191,NaN,10532.23633,9669.296875,11313.94531,144129.5156,NaN,NaN,34665.12223,7113.471191,10505.15951,144129.5156,2.868737954,-1.944683283,0.304818992,0.469862447,Not significant,Not significant,B. bigelowii transcriptomes
KC1-P2_N3_k43_Locus_818_Transcript_1_1,7398.562012,49099.14453,47497.66016,NaN,NaN,NaN,45197.92188,37693.74609,35693.73828,NaN,NaN,NaN,10176.47477,NaN,39528.46875,NaN,17.88557648,18.39467922,3.236E-08,1.28741E-09,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k43_Locus_9526_Transcript_1_1;KC1-P2-N_k31_Locus_484_Transcript_3_1;KC1-P2-N_k49_Locus_407_Transcript_3_1,19000.41406,6087.637695,5441.372559,3668.283203,NaN,NaN,5344.169434,NaN,6511.27832,25945.13867,21870.7832,23056.16992,2092.929749,3668.283203,5927.723877,23624.0306,3.251756044,-2.273717213,0.260766774,0.289914379,Not significant,Not significant,B. bigelowii transcriptomes
KC1-P2_N3_k49_Locus_12696_Transcript_1_1,2843.897461,NaN,1341.962036,NaN,NaN,NaN,411.3673706,13038.37207,12818.05371,NaN,NaN,NaN,26676.45085,NaN,8755.93105,NaN,13.58092633,16.33562309,0.014563812,5.63371E-06,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k49_Locus_1415_Transcript_1_1,4550.74707,35712.72656,39765.87891,NaN,NaN,NaN,46572.51953,47275.05469,37177.78125,NaN,NaN,NaN,10441.70605,NaN,43675.11849,NaN,17.48869032,18.53568748,1.43228E-07,7.1697E-10,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k49_Locus_1903_Transcript_2_1,6804.161133,10993.89551,13527.06152,NaN,38713.19531,NaN,5750.666016,4545.319824,4509.724121,15802.27539,NaN,NaN,26003.78613,38713.19531,4935.236654,15802.27539,-0.557701478,0.127024008,0.837861792,0.963445685,Not significant,Not significant,B. bigelowii transcriptomes
